"","Organization.Name","Address","City","State","Postcode","Main.Phone..","Discipline","Council.District","Community.Board","Borough","Latitude","Longitude","Census.Tract","BIN","BBL","NTA"
"608","Roust Theatre Company, Inc.","211 West 107th Street, Apt. 5W","New York","NY","10025","(212) 666-3813","Theater","Manhattan Council District #8","Manhattan Community Board #7","Manhattan",40.801363,-73.965791,195,1056652,1018790021,"Morningside Heights"
"609","Royal Family Productions, Inc.","66 Pinehurst Ave.","New York","NY","10033","(646) 244-8207","Theater","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.85048,-73.939531,265,1064307,1021770132,"Washington Heights South"
"610","Rush Philanthropic Arts Foundation","512 Seventh Avenue, 43rd Floor","New York","NY","10018","(212) 997-3034","Visual Arts","Manhattan Council District #5","Manhattan Community Board #3","Manhattan",40.753283,-73.98897,109,1014460,1007870044,"Midtown-Midtown South"
"611","Russian Musical Arts Society of America, Inc.","731 West 183rd Street,  Apt. 3I","New York","NY","10033","(212) 928-1402","Music","Manhattan Council District #7","Manhattan Community Board #12","Manhattan",40.851994,-73.937224,273,1064410,1021800085,"Washington Heights North"
"612","Ryan Repertory Company, Inc.","2445 Bath Avenue","Brooklyn","NY","11214","(718) 996-4800","Theater","Brooklyn Council District #47","Brooklyn Community Board #11","Brooklyn",40.594879,-73.991819,302,3186057,3068770001,"Bensonhurst East"
"613","S.E.M. Ensemble, Inc.","25 Columbia Place","Brooklyn","NY","11201","(718) 488-7659","Music","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn",40.693107,-73.998604,7,3002274,3002590012,"Brooklyn Heights-Cobble Hill"
"614","Sacred Music Chorale of Richmond Hill","86-20 114th Street","Richmond Hill","NY","11418","(917) 837-5783","Music","Queens Council District #30","Queens Community Board #9","Queens",40.699105,-73.835259,130,4192690,4092260069,"Richmond Hill"
"615","Saint Alban's Episcopal Church","76 Saint Alban's Place","Staten Island","NY","10312","(718) 984-7756","Music","Staten Island Council Dist #51","Staten Island Community Brd #3","Staten Island",40.544177,-74.161016,15601,5107683,5052390048,"Great Kills"
"616","Salmagundi Club","47 Fifth Avenue","New York","NY","10003","(212) 255-7740 x210","Visual Arts","Manhattan Council District #2","Manhattan Community Board #2","Manhattan",40.73435,-73.994808,61,1009274,1005690004,"West Village"
"617","Sandy Ground Historical Society","1538 Woodrow Road","Staten Island","NY","10309","(718) 317-5796","Museum","Staten Island Council Dist #51","Staten Island Community Brd #3","Staten Island",40.541234,-74.21656,20803,5085733,5070200098,"Rossville-Woodrow"
"618","Saratoga International Theater Institute, Inc.","520 Eighth Avenue, Ste. 310","New York","NY","10018","(212) 868-0860","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"619","Scandinavian American Theater Company","520 8th Ave","New York","NY","10018","(646) 508-2263","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"620","School News Nationwide, Inc.","1068 Fulton Street","Brooklyn","NY","11238","(718) 753-9920","Visual Arts","Brooklyn Council District #35","Brooklyn Community Board #13","Brooklyn",40.68164,-73.958137,227,3057701,3020160012,"Clinton Hill"
"621","Sculptors Alliance Inc.","305 East 11th Street, Apt. 5D","New York","NY","10003","(212) 982-4135","Visual Arts","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.730136,-73.985777,40,1079353,1004530011,"East Village"
"622","Sculpture Center, Inc.","44-19 Purves Street","Long Island City","NY","11101","(718) 361-1750","Visual Arts","Queens Council District #26","Queens Community Board #2","Queens",40.747013,-73.941173,19,4461880,4002670014,"Hunters Point-Sunnyside-West Maspeth"
"623","Seaside Summer Concert Series, Inc.","32 Court Street, Ste. 607","Brooklyn","NY","11201","(212) 297-4888","Music","Brooklyn Council District #47","Brooklyn Community Board #13","Brooklyn",40.693014,-73.990758,9,3002248,3002550044,"Brooklyn Heights-Cobble Hill"
"624","Second Stage Theatre","305 West 43rd Street","New York","NY","10036","(212) 787-8302 x106","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.758127,-73.989799,121,1024967,1010340029,"Clinton"
"625","September 11th Widows and Victim Families Association","22 Cortlandt Street, Suite 801","New York","NY","10007","(212) 422-3520 x111","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.710223,-74.010897,13,1001069,1000630003,"Battery Park City-Lower Manhattan"
"626","September Concert Foundation","601 West 57th St #37D","New York","NY","10019","(212) 333-3399","Music","Manhattan Council District #6","Manhattan Community Board #4","Manhattan",40.77052,-73.99187,135,1081009,1011050029,"Clinton"
"627","Serenade at Historic Christ Church, Inc.","228 Bard Avenue","Staten Island","NY","10310","(718) 727-6100","Music","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.638936,-74.107432,97,5003543,5001380162,"West New Brighton-New Brighton-St. George"
"628","Sesame Flyers International, Inc.","3510 Church Avenue","Brooklyn","NY","11203","(718) 693-0500","Music","Brooklyn Council District #45","Brooklyn Community Board #17","Brooklyn",40.651066,-73.944555,856,3109467,3048890004,"East Flatbush-Farragut"
"629","Shakespeare Society","191 7th Avenue","New York","NY","10011","(212) 967-6802","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.742949,-73.996467,87,1080586,1007970002,"Hudson Yards-Chelsea-Flatiron-Union Square"
"630","Shotgun Productions, Inc.","165 East 35th Street, Suite 7J","New York","NY","10016","(917) 371-7612","Theater","","Manhattan Community Board #6","Manhattan",40.746768,-73.978505,80,1018910,1008910039,"Murray Hill-Kips Bay"
"631","Showpaper, Inc","915 Wyckoff Ave.","Ridgewood","NY","11385","(347) 746-5512","Music","Queens Council District #32","Queens Community Board #5","Queens",40.696939,-73.906442,553,4085562,4035490004,"Ridgewood"
"632","Sign of the Times Theater Company, Inc.","80 East 11th Street, Suite 301C","New York","NY","10003","(917) 334-2897","Theater","Manhattan Council District #2","Manhattan Community Board #2","Manhattan",40.73275,-73.992019,61,1009108,1005620024,"West Village"
"633","Signature Theatre Company, Inc.","630 Ninth Avenue, Ste. 1106","New York","NY","10036","(212) 967-1913 x11","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.760038,-73.991449,121,1024982,1010350001,"Clinton"
"634","Skyscraper Museum","39 Battery Place","New York","NY","10280","(212) 945-6324","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.705869,-74.017994,31704,1085789,1000167513,"Battery Park City-Lower Manhattan"
"635","Smack Mellon Studios, Inc.","92 Plymouth Street","Brooklyn","NY","11201","(718) 834-8761","Visual Arts","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn",40.703875,-73.9901,21,3344162,3000270020,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"636","Smith Street Stage, Inc.","125 Ocean Parkway","Brooklyn","NY","11218","(540) 230-8670","Theater","Brooklyn Council District #39","Brooklyn Community Board #12","Brooklyn",40.647385,-73.974573,504,3124322,3053290001,"Windsor Terrace"
"637","So Percussion","20 Grand Avenue","Brooklyn","NY","11205","(718) 869-9358","Music","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn",40.697112,-73.964763,543,3330875,3018770035,"park-cemetery-etc-Brooklyn"
"638","Society for the Preservation and Encouragement of Barber Shop Quartet","PO Box 522, Cooper Union Station","New York","NY","10276","(631) 221-2911","Music","Manhattan Council District #2","Manhattan Community Board #6","Manhattan",40.729365,-73.990486,42,1006642,1004620001,"East Village"
"639","Society of Illustrators, Inc.","128 East 63rd Street","New York","NY","10065","(212) 838-2560","Museum","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.764897,-73.966774,11402,1042056,1013970060,"Upper East Side-Carnegie Hill"
"640","Society of the Educational Arts, Inc.","107 Suffolk Street, 2nd Floor","New York","NY","10002","(212) 529-1545","Theater","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.718943,-73.986122,1402,1004301,1003530054,"Lower East Side"
"641","Society of the Third Street Music School Settlement, Inc.","235 East 11th Street","New York","NY","10003","(212) 777-3240 x124","Music","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.730806,-73.987364,40,1006849,1004677501,"East Village"
"642","Soho Repertory Theatre, Inc.","401 Broadway","New York","NY","10013","(212) 941-8632 x201","Theater","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.71871,-74.002482,33,1002310,1001940042,"SoHo-TriBeCa-Civic Center-Little Italy"
"643","Soho Think Tank, Inc.","154 Christopher Street","New York","NY","10014","(212) 966-4844","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.73273,-74.008129,69,1010421,1006040033,"West Village"
"644","Sol Zim Jewish Enrichment Music Foundation, Inc.","85-39 213th Street","Queens Village","NY","11427","(917) 592-0019","Music","Queens Council District #23","Queens Community Board #13","Queens",40.729329,-73.755894,129102,4165352,4078170056,"Oakland Gardens"
"645","Solomon R. Guggenheim Foundation","1071 Fifth Avenue","New York","NY","10128","(212) 423-3688","Museum","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.782925,-73.959391,15002,1046946,1015000001,"Upper East Side-Carnegie Hill"
"646","Songs of Solomon: An Inspirational Ensemble, Inc.","151 West 136th Street, 2nd floor","New York","NY","10030","(212) 281-2674","Music","Manhattan Council District #10","Manhattan Community Board #10","Manhattan",40.815382,-73.941788,228,1075466,1019210010,"Central Harlem North-Polo Grounds"
"647","Sons of the Revolution in the State of New York, Inc.","54 Pearl Street","New York","NY","10004","(212) 425-1778 x30","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.703496,-74.011375,9,1078965,1000070035,"Battery Park City-Lower Manhattan"
"648","South Asian Cultural Preservation and Education Center","115 John Street","Staten Island","NY","10302","(718) 874-8137","Music","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.635874,-74.143446,213,5026093,5011210071,"Port Richmond"
"649","South Street Seaport Museum","12 Fulton Street","New York","NY","10038","(212) 748-8770","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.706631,-74.003495,1502,1085798,1000740001,"Battery Park City-Lower Manhattan"
"650","South Wing Theatre Company","221 East 18th Street, Ste. 3","New York","NY","11226","(212) 647-0202","Theater","Brooklyn Council District #40","Brooklyn Community Board #14","Brooklyn",40.645814,-73.962376,512,3117605,3051220056,"Flatbush"
"651","Southside United Housing Development Fund Corp","213 South 4th Street","Brooklyn","NY","11211","(718) 387-3600","Museum","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn",40.710664,-73.959594,523,3063322,3024330042,"North Side-South Side"
"652","Spanish Theatre Repertory Company, Ltd.","138 East 27th Street","New York","NY","10016","(212) 225-9934","Theater","Manhattan Council District #2","Manhattan Community Board #6","Manhattan",40.741886,-73.982599,68,1018151,1008820060,"Gramercy"
"653","Speculum Musicae, Inc.","255 West 88th St., Apt. 10C","New York","NY","10024","(212) 799-2227","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.789874,-73.97614,175,1033291,1012360010,"Upper West Side"
"654","Spellbound Theatre, Inc","941 President Street","Brooklyn","NY","11215","(347) 646-8542","Theater","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn",40.672277,-73.971885,165,3024712,3010660051,"Park Slope-Gowanus"
"655","Spiderwoman Theater Workshop, Inc.","333 DeGraw Street","Brooklyn","NY","11231","(718) 797-4262","Theater","Brooklyn Council District #33","Brooklyn Community Board #6","Brooklyn",40.683108,-73.993546,75,3006672,3004140044,"Carroll Gardens-Columbia Street-Red Hook"
"656","St. Cecilia Club, Inc.","PO Box 421 FDR Station","NEW YORK","NY","10150","(646) 638-2535","Music","Manhattan Council District #5","Manhattan Community Board #6","Manhattan",40.712269,-73.979638,202,1003217,1002620014,"Lower East Side"
"657","St. Luke's Chamber Ensemble, Inc.","330 West 42nd Street, 9th Floor","New York","NY","10036","(212) 594-6100","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.757661,-73.990832,115,1024926,1010320048,"Clinton"
"658","St. Paul Community Baptist Church","859 Hendrix Street","Brooklyn","NY","11207","(718) 257-1300 x123","Theater","Brooklyn Council District #42","Brooklyn Community Board #5","Brooklyn",40.660158,-73.88427,1104,3097692,3043540024,"East New York"
"659","Stage Directors and Choreographers Workshop Foundation","321 West 44th Street, 8th Floor","New York","NY","10036","(212) 391-1070 x233","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.75889,-73.989669,121,1080878,1010350017,"Clinton"
"660","Staret...The Directors Company","311 W. 43rd St","New York","NY","10036","(212) 246-5877","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.75818,-73.989922,121,1024965,1010340022,"Clinton"
"661","Staten Island Chamber Music Players, Inc.","27 Storer Avenue","Staten Island","NY","10309","(718) 356-2094","Music","Staten Island Council Dist #51","Staten Island Community Brd #3","Staten Island",40.539203,-74.236223,226,5086775,5073110015,"Charleston-Richmond Valley-Tottenville"
"662","Staten Island Children's Museum","1000 Richmond Terrace, Building M","Staten Island","NY","10301","(718) 273-2060","Museum","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.645232,-74.104674,97,5000000,5000760200,"West New Brighton-New Brighton-St. George"
"663","Staten Island Institute of Arts and Sciences","1000 Richmond Terrace","New York","NY","10301","(718) 727-1135","Museum","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.645232,-74.104674,97,5000000,5000760200,"West New Brighton-New Brighton-St. George"
"664","Staten Island Philharmonic Orchestra, Inc.","14 Brentwood Avenue","Staten Island","NY","10301","(718) 273-3250","Music","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.638956,-74.102978,67,5002259,5001010103,"New Brighton-Silver Lake"
"665","Stecher and Horowitz Foundation","119 West 57th Street, Ste. 1401","New York","NY","10019","(212) 581-8380","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.764655,-73.977972,137,1023725,1010100021,"Midtown-Midtown South"
"666","Stickball Printmedia Arts","100 Bleecker Street, Apt. 8F","New York","NY","10012","(212) 277-8021","Visual Arts","Manhattan Council District #8","Manhattan Community Board #11","Manhattan",40.727153,-73.997124,5501,1008243,1005240066,"West Village"
"667","Stolen Chair Theatre Company, Inc.","64 East 94th Street, Apt. 5G","New York","NY","10128","(212) 410-2830","Theater","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.78564,-73.954461,16001,1047126,1015050044,"Upper East Side-Carnegie Hill"
"668","Storm Theatre, Inc.","32 West 72 Street, Suite 2B","New York","NY","10023","(917) 841-6636","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.776949,-73.977719,157,1028622,1011240051,"Lincoln Square"
"669","Strange Sun Theater, Inc.","65 west 90th street","New York, NY 10024","NY","10024","(646) 801-7143","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.788816,-73.969712,177,1031595,1012040001,"Upper West Side"
"670","Street Lab, Inc.","6 Varick St #10B","New York","NY","10013","(212) 941-5084","Visual Arts","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.719451,-74.006861,33,1002154,1001897501,"SoHo-TriBeCa-Civic Center-Little Italy"
"671","String Orchestra of New York City","251 Seaman Avenue, 1F","New York","NY","10034","(212) 543-0475","Music","Manhattan Council District #7","Manhattan Community Board #12","Manhattan",40.871766,-73.918157,307,1065036,1022430366,"Marble Hill-Inwood"
"672","Studio Dante, Inc.","499 Canal Street","New York","NY","10013","(212) 239-4500","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.724126,-74.008493,37,1010320,1005940113,"SoHo-TriBeCa-Civic Center-Little Italy"
"673","Studio Museum in Harlem","144 West 125th Street","New York","NY","10027","(212) 864-4500","Visual Arts","Manhattan Council District #9","Manhattan Community Board #10","Manhattan",40.808523,-73.947278,222,1057819,1019090009,"Central Harlem South"
"674","Studio in a School Association, Inc.","75 West End Avenue","New York","NY","10023","(212) 765-5900 x10","Visual Arts","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.77422,-73.989237,151,1088686,1011710063,"Lincoln Square"
"675","Stuttering Association for the Young, Inc.","247 W 37 Street","New York","NY","10018","(212) 414-9696","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.753475,-73.990594,109,1014454,1007870011,"Midtown-Midtown South"
"676","Sugar Hill Children's Museum of Art & Storytelling","898 St. Nicholas Avenue","New York","NY","10032","(212) 335-0004","Museum","Manhattan Council District #9","Manhattan Community Board #9","Manhattan",40.8307,-73.941435,23501,1089726,1020697501,"Hamilton Heights"
"677","Sunset Park School of Music, Inc.","4520 4th Avenue","Brooklyn","NY","11220","(718) 748-7860","Music","Brooklyn Council District #38","Brooklyn Community Board #7","Brooklyn",40.649111,-74.009845,80,3324373,3007460039,"Sunset Park West"
"678","Sweet Jane Productions, Inc.","37 Grand Avenue, 3rd Floor","Brooklyn","NY","11205","(917) 913-9610","Theater","Brooklyn Council District #35","Brooklyn Community Board #10","Brooklyn",40.696728,-73.964666,543,3334520,3018780006,"park-cemetery-etc-Brooklyn"
"679","Swiss Institute","117 Second Avenue, Floor 2","New York","NY","10003","(212) 925-2035","Visual Arts","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.727894,-73.988191,38,1006651,1004620023,"East Village"
"680","Synagogue for the Arts","49 White Street","New York","NY","10013","(212) 966-7141","Visual Arts","Manhattan Council District #1","","Manhattan",40.718526,-74.004156,33,1001933,1001750022,"SoHo-TriBeCa-Civic Center-Little Italy"
"681","Synapse Productions","220 East 4th Street","New York","NY","10009","(212) 674-2716","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.7236,-73.983296,32,1081927,1003990020,"East Village"
"682","T. Schreiber Studio, Inc.","151 West 26th Street","New York","NY","10001","(212) 741-0209","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.745428,-73.992872,95,1015034,1008020008,"Midtown-Midtown South"
"683","T.O.A.S.T.","50 White Street","New York","NY","10013","(917) 291-1316","Visual Arts","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.718521,-74.004098,33,1002197,1001930010,"SoHo-TriBeCa-Civic Center-Little Italy"
"684","TADA! Theater and Dance Alliance, Inc.","15 West 28th Street, Third Floor","New York","NY","10001","(212) 252-1619 x21","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.74515,-73.988383,76,1015728,1008300030,"Midtown-Midtown South"
"685","TENET NYC, Inc.","262 West 107th Street","New York","NY","10025","(212) 580-3326","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.801836,-73.966947,195,1056645,1018780052,"Morningside Heights"
"686","Take Wing and Soar Productions, Inc.","45 Tiemann Place, Ste. 3G","New York","NY","10027","(212) 696-6575","Theater","Manhattan Council District #9","Manhattan Community Board #9","Manhattan",40.815436,-73.959465,211,1059883,1019950016,"Morningside Heights"
"687","Target Margin Theater, Inc.","232 52nd Street","Brooklyn","NY","11220","(718) 398-3095","Theater","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn",40.647469,-74.017269,20,3388020,3008050121,"Sunset Park West"
"688","Teatro Circulo, Ltd.","65 East 4th Street, Apt. 11","New York","NY","10003","(212) 505-1808","Theater","Manhattan Council District #2","Manhattan Community Board #6","Manhattan",40.726695,-73.990594,38,1077980,1004600054,"East Village"
"689","Tectonic Theater Project, Inc.","520 Eighth Ave., #313","New York","NY","10018","(212) 579-6111","Theater","Manhattan Council District #8","Manhattan Community Board #7","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"690","Temporary Distortion Theater Corp.","332 East 4th Street, #44","New York","NY","10009","(718) 729-5914","Theater","Queens Council District #22","Queens Community Board #1","Manhattan",40.721807,-73.979065,2601,1004387,1003730019,"Lower East Side"
"691","Ten O'Clock Classics, Inc.","230 Central Park South, Ste. 9F","New York","NY","10019","(212) 629-6004","Music","Manhattan Council District #4","Manhattan Community Board #5","Manhattan",40.767239,-73.979968,137,1024921,1010300048,"Midtown-Midtown South"
"692","Terra Incognita, Inc.","7 East 14th Street","New York","NY","10003","(212) 627-6361","Theater","Manhattan Council District #2","Manhattan Community Board #2","Manhattan",40.735859,-73.993245,52,1016062,1008420007,"Hudson Yards-Chelsea-Flatiron-Union Square"
"693","Theater Breaking Through Barriers Corp.","400 W. 43rd St., Apt. 43R","New York","NY","10036","(212) 243-4337","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.759173,-73.992326,121,1083745,1010520001,"Clinton"
"694","Theater Garden, Ltd.","304 Windsor Place","Brooklyn","NY","11218","(212) 501-6920","Theater","Brooklyn Council District #39","Brooklyn Community Board #7","Brooklyn",40.656711,-73.974483,171,3121888,3052570033,"Windsor Terrace"
"695","Theater Labrador, Inc.","25 Broadway, 9th Floor","New York","NY","10004-1058","(646) 336-8077 x1","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.705752,-74.013374,13,1000045,1000130027,"Battery Park City-Lower Manhattan"
"696","Theater Talk Productions, Inc.","426 Broome Street, Apt. 5F","New York","NY","10013","(212) 965-0997","Theater","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.721304,-73.998734,45,1081554,1004820001,"SoHo-TriBeCa-Civic Center-Little Italy"
"697","Theater Three Collaborative, Inc.","14A St. James Place","Brooklyn","NY","11205","(718) 789-5404","Theater","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn",40.689309,-73.965077,197,3348723,3019320032,"Clinton Hill"
"698","Theater for Personal Growth","38 West 38th Street, 3rd Floor","New York","NY","10018","(212) 731-0668","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.751512,-73.984058,84,1015979,1008390068,"Midtown-Midtown South"
"699","Theater for the New City Foundation, Inc.","155 First Avenue","New York","NY","10003","(212) 254-1109","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.728505,-73.984634,40,1006416,1004517502,"East Village"
"700","TheaterTweed, Inc.","332 Bleecker Street, #G-36","New York","NY","10014","(212) 777-0536","Theater","Manhattan Council District #8","Manhattan Community Board #2","Manhattan",40.733529,-74.004352,73,1011145,1006190033,"West Village"
"701","Theatre Communications Group, Inc.","520 Eighth Avenue, 24th Floor","New York","NY","10018","(212) 609-5900 x224","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"702","Theatre Development Fund, Inc.","520 Eighth Avenue, Suite 801","New York","NY","10018","(212) 221-0885 x300","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"703","Theatre Lab, Inc.","357 West 36th Street, 3rd Floor","New York","NY","10018","(646) 742-7223","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.754151,-73.994077,111,1013589,1007600010,"Hudson Yards-Chelsea-Flatiron-Union Square"
"704","Theatre Museum","723 Seventh Avenue, 7th floor","New York","NY","10019","(212) 764-4112 x204","Museum","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.759974,-73.984067,125,1022688,1010010001,"Midtown-Midtown South"
"705","Theatre Now New York, Inc.","520 Eighth Avenue","New York","NY","10036","(212) 845-9824","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"706","Theatre Rehabilitation for Youth, Inc.","58 Farragut Avenue","Staten Island","NY","10303","(718) 983-1990","Theater","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",40.621298,-74.165082,30302,5119167,5016517501,"Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"707","Theatre for a New Audience","154 Christopher Street, Ste. 3D","New York","NY","10014","(212) 229-2819 x20","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.73273,-74.008129,69,1010421,1006040033,"West Village"
"708","Theatre of the Oppressed NYC","758 Eighth Avenue, Suite 300","New York","NY","10036","(646) 504-4582","Theater","Brooklyn Council District #33","Brooklyn Community Board #2","Manhattan",40.76007,-73.987709,125,1024736,1010187502,"Midtown-Midtown South"
"709","Theatre-Studio, Inc.","123 East 24th Street","New York","NY","10010","(212) 719-0500","Theater","Manhattan Council District #2","Manhattan Community Board #5","Manhattan",40.740418,-73.984829,68,1018069,1008800014,"Gramercy"
"710","TheatreMoves, Inc.","275 East 7th Street #4","New York","NY","10009","(212) 529-8068","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.723484,-73.977419,2602,1004511,1003770050,"Lower East Side"
"711","Theatreworks/USA Corp.","151 West 26th Street","New York","NY","10001","(212) 647-1100 x125","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.745428,-73.992872,95,1015034,1008020008,"Midtown-Midtown South"
"712","Theatron, Inc.","32-15 38th Street","Long Island City","NY","11103","(718) 721-7610","Theater","Queens Council District #26","Queens Community Board #1","Queens",40.758978,-73.920086,155,4010405,4006560031,"Astoria"
"713","Times Square District Management Association","1560 Broadway, Suite 1001","New York","NY","10036","(212) 452-5227 x2124525227","Visual Arts","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.75886,-73.984843,125,1022661,1009990003,"Midtown-Midtown South"
"714","Toy Museum of New York","157 Montague Street, 2nd Floor","Brooklyn","NY","11201","(718) 243-0820","Museum","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn",40.694504,-73.993213,502,3329457,3002430008,"Brooklyn Heights-Cobble Hill"
"715","Transport Group","520 Eighth Avenue","New York","NY","10018","(212) 966-4994","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"716","Triangle Arts Association","20 Jay Street, Suite 318","Brooklyn","NY","11201","(718) 858-1260","Visual Arts","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.718068,-74.010191,39,1001553,1001430021,"SoHo-TriBeCa-Civic Center-Little Italy"
"717","Tribeca New Music, Inc.","640 West 139th Street, Apt. 60","New York","NY","10031","(212) 234-4325","Music","Manhattan Council District #7","Manhattan Community Board #9","Manhattan",40.823048,-73.954211,225,1079500,1020870050,"Hamilton Heights"
"718","Trusty Sidekick Theater Company","1 Penn Plaza, #6210","New York","NY","1119","(718) 964-7974","Theater","Brooklyn Council District #39","Brooklyn Community Board #12","Manhattan",40.751098,-73.992926,101,1014387,1007830070,"Midtown-Midtown South"
"719","Tug Pegasus Preservation Project","83 Murray Street","New York","NY","10007","(212) 406-2225","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.714821,-74.011107,21,1077396,1001327504,"SoHo-TriBeCa-Civic Center-Little Italy"
"720","Turtle Bay Music School","244 East 52nd Street","New York","NY","10022","(212) 753-8811 x13","Music","Manhattan Council District #5","Manhattan Community Board #6","Manhattan",40.75663,-73.968814,98,1038477,1013250032,"Turtle Bay-East Midtown"
"721","Twin Lions, Inc.","2576 Broadway, No. 412","New York","NY","10025","(212) 937-7979","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.795417,-73.971208,183,1075313,1018697501,"Upper West Side"
"722","UP Theater Company, Inc.","60 Cooper Street","New York","NY","10034","(646) 296-3180","Theater","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.868097,-73.922862,295,1064979,1022400029,"Marble Hill-Inwood"
"723","Ujamaa Black Theater, Inc.","120 Erskine Place","Bronx","NY","10475","(212) 391-8151 x21","Theater","Bronx Council District #12","Bronx Community Board #5","Bronx",40.861339,-73.82147,302,2093851,2051350051,"Co-op City"
"724","Ukrainian Museum","222 East Sixth Street","New York","NY","10003","(212) 228-0110","Museum","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.727916,-73.989797,38,1000000,1004610018,"East Village"
